Order,Email,Created at,Order Date,Subtotal,Discount Amount,Lineitem name,CATEGORY,Lineitem price,open_rate,click_rate
#3128,39310616790,2020-07-26 19:12:56 +1000,7/26/2020,13.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,42.12%,15.14%
#3127,35297372589,2020-07-26 13:16:09 +1000,7/26/2020,18.5,4.05,Beeswax Wood Polish,Beeswax Wood Polish,18.5,22.75%,2.37%
#3126,21057072181,2020-07-26 07:58:06 +1000,7/26/2020,36.45,4.1,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,69.60%,5.75%
#3125,91548110011,2020-07-25 13:28:36 +1000,7/25/2020,36.9,,Dark Chocolate Chai,Dark Chocolate Chai,8.5,40.17%,2.26%
#3125,91548110011,2020-07-25 13:28:36 +1000,7/25/2020,,,White Chocolate Chai,White Chocolate Chai,8.5,74.66%,62.02%
#3125,91548110011,2020-07-25 13:28:36 +1000,7/25/2020,,0,Masala Chai,Masala Chai,8,68.93%,54.90%
#3124,3979619567,2020-07-24 18:02:08 +1000,7/24/2020,45,0,Tea 6 Pack Variety Selection,Tea 6 Pack Variety Selection,45,56.88%,49.69%
#3123,32826509827,2020-07-24 13:34:38 +1000,7/24/2020,18.5,0,Beeswax Wood Polish,Beeswax Wood Polish,18.5,20.50%,5.64%
#3122,62317527942,2020-07-24 10:23:08 +1000,7/24/2020,18.5,0,Beeswax Wood Polish,Beeswax Wood Polish,18.5,44.71%,5.79%
#3121,38834824634,2020-07-23 21:27:44 +1000,7/23/2020,80,0,Naked Beeswax Tea Light Candles - 48 Pack,Naked Beeswax Tea Light Candles,80,19.55%,14.23%
#3120,53973613846,2020-07-23 20:22:45 +1000,7/23/2020,45.5,0,Honey and Tea Gift Box with Beeswax Wood Polish - Dark Chocolate Chai / Stainless Steel Mesh Tea Ball,Honey and Tea Gift Box with Beeswax Wood Polish,45.5,97.75%,36.89%
#3119,26118357516,2020-07-23 15:41:21 +1000,7/23/2020,68,0,NEW - Golden Turmeric Chai - Unsweetened - 50g,NEW,8.5,7.97%,7.17%
#3118,37105525201,2020-07-23 13:27:48 +1000,7/23/2020,29.9,0,Beeswax Food Wraps Deluxe Kit,Beeswax Food Wraps Deluxe Kit,29.9,37.12%,15.83%
#3117,15048581023,2020-07-23 13:04:56 +1000,7/23/2020,24.5,,Beeswax Leather Polish with Cocoa Butter,Beeswax Leather Polish with Cocoa Butter,17.5,39.77%,7.49%
#3117,15048581023,2020-07-23 13:04:56 +1000,7/23/2020,,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,16.32%,13.56%
#3116,83016054446,2020-07-23 12:01:55 +1000,7/23/2020,100,0,60 Beeswax Tealight Candles,60 Beeswax Tealight Candles,100,15.24%,10.39%
#3115,21940362756,2020-07-22 18:46:31 +1000,7/22/2020,57.5,,Gift wrapping Service,Gift wrapping Service,5,58.53%,18.50%
#3115,21940362756,2020-07-22 18:46:31 +1000,7/22/2020,,,Honey Dippers,Honey Dippers,2.5,70.56%,10.90%
#3115,21940362756,2020-07-22 18:46:31 +1000,7/22/2020,,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,96.75%,27.98%
#3115,21940362756,2020-07-22 18:46:31 +1000,7/22/2020,,,Raw Australian Honey - 50g,Raw Australian Honey,5.5,68.83%,44.65%
#3115,21940362756,2020-07-22 18:46:31 +1000,7/22/2020,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,88.14%,19.57%
#3115,21940362756,2020-07-22 18:46:31 +1000,7/22/2020,,,Australian Grown Loose Leaf Tea,Australian Grown Loose Leaf Tea,8,4.47%,1.61%
#3115,21940362756,2020-07-22 18:46:31 +1000,7/22/2020,,,White Chocolate Chai,White Chocolate Chai,8.5,81.82%,46.85%
#3115,21940362756,2020-07-22 18:46:31 +1000,7/22/2020,,0,Dark Chocolate Chai,Dark Chocolate Chai,8.5,38.32%,17.41%
#3114,13682061941,2020-07-22 10:55:16 +1000,7/22/2020,18.5,0,Beeswax Wood Polish,Beeswax Wood Polish,18.5,92.96%,43.58%
#3113,38326694756,2020-07-21 18:40:47 +1000,7/21/2020,36.5,,NEW - Golden Turmeric Chai - Infused with Honey - 110g,NEW,9.5,90.08%,12.64%
#3113,38326694756,2020-07-21 18:40:47 +1000,7/21/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,40.31%,1.22%
#3112,77228029341,2020-07-21 17:23:26 +1000,7/21/2020,13.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,73.14%,35.55%
#3111,84982719715,2020-07-21 10:31:48 +1000,7/21/2020,30.5,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,96.92%,80.69%
#3111,84982719715,2020-07-21 10:31:48 +1000,7/21/2020,,,White Chocolate Chai,White Chocolate Chai,8.5,17.71%,16.97%
#3111,84982719715,2020-07-21 10:31:48 +1000,7/21/2020,,0,Dark Chocolate Chai,Dark Chocolate Chai,8.5,65.26%,12.27%
#3110,96230411354,2020-07-21 10:08:01 +1000,7/21/2020,90,,Naked Beeswax Tea Light Candles - 6 Pack,Naked Beeswax Tea Light Candles,20,78.67%,45.89%
#3110,96230411354,2020-07-21 10:08:01 +1000,7/21/2020,,,Beeswax DIY Food Wrap Blocks - 100g - 4 blocks,Beeswax DIY Food Wrap Blocks,45,42.61%,7.03%
#3110,96230411354,2020-07-21 10:08:01 +1000,7/21/2020,,0,Beeswax DIY Food Wrap Blocks - 100g - 2 blocks,Beeswax DIY Food Wrap Blocks,25,8.00%,6.30%
#3109,36961355545,2020-07-21 09:57:35 +1000,7/21/2020,40.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,85.08%,26.73%
#3108,79905664581,2020-07-21 09:44:46 +1000,7/21/2020,758.31,,Leather Polish/Conditioner,Leather Polish/Conditioner,13.5,16.02%,12.50%
#3108,79905664581,2020-07-21 09:44:46 +1000,7/21/2020,,,Honey Butter Balm,Honey Butter Balm,9,99.83%,11.71%
#3108,79905664581,2020-07-21 09:44:46 +1000,7/21/2020,,,Naked Beeswax Tea Lights,Naked Beeswax Tea Lights,18.66,85.10%,51.08%
#3108,79905664581,2020-07-21 09:44:46 +1000,7/21/2020,,,8 Pack of Tea,8 Pack of Tea,50.63,5.52%,0.48%
#3108,79905664581,2020-07-21 09:44:46 +1000,7/21/2020,,,Deluxe Beeswax Wrap Kit,Deluxe Beeswax Wrap Kit,19.93,2.03%,0.89%
#3108,79905664581,2020-07-21 09:44:46 +1000,7/21/2020,,,Starter Wrap Kit,Starter Wrap Kit,11.66,56.25%,4.67%
#3108,79905664581,2020-07-21 09:44:46 +1000,7/21/2020,,,Sweet'n'Sticky Chai,Sweet'n'Sticky Chai,6.33,66.33%,19.53%
#3108,79905664581,2020-07-21 09:44:46 +1000,7/21/2020,,0,Beeswax - small packs,Beeswax,7,51.19%,42.39%
#3107,64461099525,2020-07-21 08:18:46 +1000,7/21/2020,35,,Masala Chai,Masala Chai,8,19.60%,10.32%
#3107,64461099525,2020-07-21 08:18:46 +1000,7/21/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,71.75%,16.10%
#3106,97104571751,2020-07-21 07:31:55 +1000,7/21/2020,179.5,,Beeswax Leather Polish with Cocoa Butter,Beeswax Leather Polish with Cocoa Butter,17.5,41.71%,12.86%
#3106,97104571751,2020-07-21 07:31:55 +1000,7/21/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,42.75%,10.38%
#3105,30039110005,2020-07-21 07:22:20 +1000,7/21/2020,27,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,22.43%,10.98%
#3104,31780993462,2020-07-21 06:56:10 +1000,7/21/2020,13.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,90.64%,77.16%
#3103,71102193856,2020-07-21 06:55:16 +1000,7/21/2020,13.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,48.11%,1.35%
#3102,6639764407,2020-07-21 05:00:18 +1000,7/21/2020,40.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,28.17%,4.66%
#3101,24190707538,2020-07-20 22:54:02 +1000,7/20/2020,29.5,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,32.49%,15.94%
#3101,24190707538,2020-07-20 22:54:02 +1000,7/20/2020,,0,Honey Dippers,Honey Dippers,2.5,83.31%,40.13%
#3100,84920753656,2020-07-20 22:35:47 +1000,7/20/2020,40.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,65.43%,55.57%
#3099,84652079645,2020-07-20 22:26:01 +1000,7/20/2020,45.5,,Beeswax Food Wraps DIY Starter Pack,Beeswax Food Wraps DIY Starter Pack,15.5,84.54%,53.56%
#3099,84652079645,2020-07-20 22:26:01 +1000,7/20/2020,,,Beeswax Wood Polish,Beeswax Wood Polish,16.5,84.09%,15.77%
#3099,84652079645,2020-07-20 22:26:01 +1000,7/20/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,32.72%,20.51%
#3098,94953355144,2020-07-20 21:21:59 +1000,7/20/2020,22,,Raw Australian Honey - 150g,Raw Australian Honey,8.5,74.97%,30.97%
#3098,94953355144,2020-07-20 21:21:59 +1000,7/20/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,20.78%,10.03%
#3097,4029395754,2020-07-20 21:03:31 +1000,7/20/2020,40,0,Beeswax - Bulk 450g,Beeswax,40,64.06%,23.09%
#3096,26118357516,2020-07-20 12:12:27 +1000,7/20/2020,17,0,NEW - Golden Turmeric Chai - Unsweetened - 50g,NEW,8.5,89.99%,64.47%
#3095,44820511102,2020-07-20 11:12:26 +1000,7/20/2020,7,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,24.05%,2.49%
#3094,42158780442,2020-07-20 07:07:55 +1000,7/20/2020,18.5,5.55,Beeswax Wood Polish,Beeswax Wood Polish,18.5,41.12%,30.86%
#3093,8707334070,2020-07-19 21:45:47 +1000,7/19/2020,49.95,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,33.75%,0.68%
#3093,8707334070,2020-07-19 21:45:47 +1000,7/19/2020,,,Australian Grown Loose Leaf Tea,Australian Grown Loose Leaf Tea,8,98.16%,60.13%
#3093,8707334070,2020-07-19 21:45:47 +1000,7/19/2020,,4.5,Dark Chocolate Chai,Dark Chocolate Chai,8.5,34.74%,12.89%
#3092,83035468852,2020-07-19 21:25:57 +1000,7/19/2020,40.5,0,Beeswax DIY Food Wrap Blocks - 100g - 4 blocks,Beeswax DIY Food Wrap Blocks,45,73.92%,30.40%
#3091,70233837449,2020-07-19 20:34:32 +1000,7/19/2020,45,,NEW - Golden Turmeric Chai - Infused with Honey - 110g,NEW,9.5,96.17%,43.12%
#3091,70233837449,2020-07-19 20:34:32 +1000,7/19/2020,,,Dark Chocolate Chai,Dark Chocolate Chai,8.5,23.50%,19.62%
#3091,70233837449,2020-07-19 20:34:32 +1000,7/19/2020,,0,Beeswax Food Wraps Deluxe Kit,Beeswax Food Wraps Deluxe Kit,27,79.98%,65.69%
#3090,36195724130,2020-07-19 19:50:07 +1000,7/19/2020,61,,NEW - Golden Turmeric Chai - Unsweetened - 50g,NEW,8.5,31.36%,10.77%
#3090,36195724130,2020-07-19 19:50:07 +1000,7/19/2020,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,88.56%,73.65%
#3090,36195724130,2020-07-19 19:50:07 +1000,7/19/2020,,,Organic Rooibos Chai,Organic Rooibos Chai,10.5,39.61%,38.49%
#3090,36195724130,2020-07-19 19:50:07 +1000,7/19/2020,,,Naked Beeswax Tea Light Candles - 6 Pack,Naked Beeswax Tea Light Candles,20,25.35%,7.60%
#3090,36195724130,2020-07-19 19:50:07 +1000,7/19/2020,,0,Raw Australian Honey - 150g,Raw Australian Honey,8.5,41.52%,40.62%
#3089,82494928384,2020-07-19 16:16:54 +1000,7/19/2020,17,,NEW - Golden Turmeric Chai - Unsweetened - 50g,NEW,8.5,39.72%,30.18%
#3089,82494928384,2020-07-19 16:16:54 +1000,7/19/2020,,0,Dark Chocolate Chai,Dark Chocolate Chai,8.5,81.38%,60.62%
#3088,58712261281,2020-07-19 15:50:16 +1000,7/19/2020,220.59,,Mesh Tea Ball,Mesh Tea Ball,5,1.22%,0.47%
#3088,58712261281,2020-07-19 15:50:16 +1000,7/19/2020,,,Masala Chai,Masala Chai,5.66,86.64%,67.77%
#3088,58712261281,2020-07-19 15:50:16 +1000,7/19/2020,,,Dark Chocolate Chai,Dark Chocolate Chai,6,29.58%,26.20%
#3088,58712261281,2020-07-19 15:50:16 +1000,7/19/2020,,,White Chocolate Chai,White Chocolate Chai,6,22.77%,19.17%
#3088,58712261281,2020-07-19 15:50:16 +1000,7/19/2020,,,Organic Rooibos Chai,Organic Rooibos Chai,7.66,26.47%,22.05%
#3088,58712261281,2020-07-19 15:50:16 +1000,7/19/2020,,,Sweet'n'Sticky Chai,Sweet'n'Sticky Chai,6.33,88.39%,50.51%
#3088,58712261281,2020-07-19 15:50:16 +1000,7/19/2020,,,Beeswax Timber Polish,Beeswax Timber Polish,12.33,28.84%,13.39%
#3088,58712261281,2020-07-19 15:50:16 +1000,7/19/2020,,0,Beeswax Leather Polish,Beeswax Leather Polish,13.5,35.42%,33.79%
#3087,24604860697,2020-07-18 21:09:35 +1000,7/18/2020,25,,Raw Australian Honey - 50g,Raw Australian Honey,5.5,52.63%,23.39%
#3087,24604860697,2020-07-18 21:09:35 +1000,7/18/2020,,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,4.51%,3.10%
#3086,18362995560,2020-07-18 20:59:48 +1000,7/18/2020,29.9,4.05,Beeswax Food Wraps Deluxe Kit,Beeswax Food Wraps Deluxe Kit,29.9,75.96%,24.80%
#3085,12219810799,2020-07-18 14:03:53 +1000,7/18/2020,36.45,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,53.55%,21.93%
#3084,74339587412,2020-07-18 13:11:42 +1000,7/18/2020,53,,French Love Tea,French Love Tea,10.5,35.04%,30.34%
#3084,74339587412,2020-07-18 13:11:42 +1000,7/18/2020,,,NEW - Golden Turmeric Chai - Unsweetened - 50g,NEW,8.5,39.86%,8.20%
#3084,74339587412,2020-07-18 13:11:42 +1000,7/18/2020,,0,Dark Chocolate Chai,Dark Chocolate Chai,8.5,70.14%,5.51%
#3083,31780993462,2020-07-18 12:07:24 +1000,7/18/2020,19,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,4.55%,1.92%
#3082,108409753.2,2020-07-18 08:49:08 +1000,7/18/2020,41,,White Chocolate Chai,White Chocolate Chai,8.5,66.22%,33.55%
#3082,108409753.2,2020-07-18 08:49:08 +1000,7/18/2020,,,Raw Australian Honey - 50g,Raw Australian Honey,5.5,29.06%,20.73%
#3082,108409753.2,2020-07-18 08:49:08 +1000,7/18/2020,,,Beeswax Leather Polish with Cocoa Butter,Beeswax Leather Polish with Cocoa Butter,17.5,19.94%,19.33%
#3082,108409753.2,2020-07-18 08:49:08 +1000,7/18/2020,,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,64.48%,16.27%
#3081,9288621001,2020-07-18 03:02:16 +1000,7/18/2020,36,,White Chocolate Chai,White Chocolate Chai,8.5,26.24%,15.37%
#3081,9288621001,2020-07-18 03:02:16 +1000,7/18/2020,,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,18.44%,11.40%
#3081,9288621001,2020-07-18 03:02:16 +1000,7/18/2020,,0,Dark Chocolate Chai,Dark Chocolate Chai,8.5,89.64%,81.43%
#3080,13679248035,2020-07-17 21:41:44 +1000,7/17/2020,60,0,Tea 8 Pack Variety Selection,Tea 8 Pack Variety Selection,60,63.05%,31.90%
#3079,68646409371,2020-07-17 20:40:44 +1000,7/17/2020,42.5,,Masala Chai,Masala Chai,8,14.22%,12.89%
#3079,68646409371,2020-07-17 20:40:44 +1000,7/17/2020,,,NEW - Golden Turmeric Chai - Infused with Honey - 110g,NEW,9.5,60.01%,38.95%
#3079,68646409371,2020-07-17 20:40:44 +1000,7/17/2020,,,Dark Chocolate Chai,Dark Chocolate Chai,8.5,27.64%,16.43%
#3079,68646409371,2020-07-17 20:40:44 +1000,7/17/2020,,,Chilli Chai,Chilli Chai,8,93.53%,37.63%
#3079,68646409371,2020-07-17 20:40:44 +1000,7/17/2020,,0,White Chocolate Chai,White Chocolate Chai,8.5,26.03%,12.90%
#3078,55652130867,2020-07-17 20:14:13 +1000,7/17/2020,81.5,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,32.06%,30.72%
#3078,55652130867,2020-07-17 20:14:13 +1000,7/17/2020,,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,45.01%,24.85%
#3078,55652130867,2020-07-17 20:14:13 +1000,7/17/2020,,0,Dark Chocolate Chai,Dark Chocolate Chai,8.5,79.64%,5.50%
#3077,83614562022,2020-07-17 19:14:43 +1000,7/17/2020,50,,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,34.01%,23.87%
#3077,83614562022,2020-07-17 19:14:43 +1000,7/17/2020,,0,Tea Sampler Gift Box - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box,36,17.44%,3.53%
#3076,77298384140,2020-07-17 16:53:48 +1000,7/17/2020,8.5,0,NEW - Golden Turmeric Chai - Unsweetened - 50g,NEW,8.5,35.80%,6.21%
#3075,26263057897,2020-07-17 14:27:09 +1000,7/17/2020,29.9,0,Naked Beeswax Tea Light Candles - 6 Pack,Naked Beeswax Tea Light Candles,29.9,13.71%,11.55%
#3074,35834148093,2020-07-17 11:09:44 +1000,7/17/2020,15.5,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,15.5,6.69%,4.49%
#3073,59584045459,2020-07-17 07:33:54 +1000,7/17/2020,9.5,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,3.27%,0.30%
#3072,94639432620,2020-07-16 22:23:36 +1000,7/16/2020,42,,Gift wrapping Service,Gift wrapping Service,5,95.57%,49.25%
#3072,94639432620,2020-07-16 22:23:36 +1000,7/16/2020,,,Wooden Crochet Hooks - Hand Carved - #42  6.5mm - 17cm long,Wooden Crochet Hooks,30,8.25%,0.83%
#3072,94639432620,2020-07-16 22:23:36 +1000,7/16/2020,,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,78.36%,31.81%
#3071,78322412000,2020-07-16 20:37:11 +1000,7/16/2020,24,,White Chocolate Chai,White Chocolate Chai,8.5,14.10%,1.97%
#3071,78322412000,2020-07-16 20:37:11 +1000,7/16/2020,,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,99.56%,69.51%
#3071,78322412000,2020-07-16 20:37:11 +1000,7/16/2020,,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,96.40%,37.24%
#3070,19809590964,2020-07-16 13:49:18 +1000,7/16/2020,28.5,,French Love Tea,French Love Tea,10.5,41.71%,30.74%
#3070,19809590964,2020-07-16 13:49:18 +1000,7/16/2020,,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,53.92%,42.70%
#3070,19809590964,2020-07-16 13:49:18 +1000,7/16/2020,,0,Dark Chocolate Chai,Dark Chocolate Chai,8.5,47.85%,11.41%
#3069,75301454483,2020-07-16 11:04:30 +1000,7/16/2020,36,,French Love Tea,French Love Tea,10.5,76.07%,31.73%
#3069,75301454483,2020-07-16 11:04:30 +1000,7/16/2020,,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,90.21%,58.12%
#3069,75301454483,2020-07-16 11:04:30 +1000,7/16/2020,,,Australian Grown Loose Leaf Tea,Australian Grown Loose Leaf Tea,8,12.31%,8.11%
#3069,75301454483,2020-07-16 11:04:30 +1000,7/16/2020,,0,Masala Chai,Masala Chai,8,71.29%,38.67%
#3068,3971744573,2020-07-16 00:34:55 +1000,7/16/2020,85,,Beeswax Leather Polish with Cocoa Butter,Beeswax Leather Polish with Cocoa Butter,17.5,16.85%,2.69%
#3068,3971744573,2020-07-16 00:34:55 +1000,7/16/2020,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,81.21%,24.32%
#3067,88987728103,2020-07-15 20:27:34 +1000,7/15/2020,19,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,84.70%,28.08%
#3066,84585378882,2020-07-15 20:11:43 +1000,7/15/2020,19,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,18.96%,1.65%
#3065,481909956.3,2020-07-15 17:19:50 +1000,7/15/2020,52,,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,39.74%,10.95%
#3065,481909956.3,2020-07-15 17:19:50 +1000,7/15/2020,,,White Chocolate Chai,White Chocolate Chai,8.5,25.47%,2.85%
#3065,481909956.3,2020-07-15 17:19:50 +1000,7/15/2020,,5.2,Chilli Chai,Chilli Chai,8,67.34%,9.52%
#3064,70864099699,2020-07-15 15:59:04 +1000,7/15/2020,46.8,,Beeswax DIY Food Wrap Blocks - 100g - 2 blocks,Beeswax DIY Food Wrap Blocks,25,15.58%,8.29%
#3064,70864099699,2020-07-15 15:59:04 +1000,7/15/2020,,0,Beeswax Food Wraps Deluxe Kit,Beeswax Food Wraps Deluxe Kit,27,34.93%,4.37%
#3063,9619413465,2020-07-15 15:23:38 +1000,7/15/2020,13.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,34.47%,28.58%
#3062,92689374708,2020-07-14 20:56:29 +1000,7/14/2020,38.5,,Raw Australian Honey - 150g,Raw Australian Honey,8.5,14.15%,3.55%
#3062,92689374708,2020-07-14 20:56:29 +1000,7/14/2020,,0,Naked Beeswax Tea Light Candles - 12 Pack,Naked Beeswax Tea Light Candles,30,85.72%,9.14%
#3061,82203824730,2020-07-14 20:47:51 +1000,7/14/2020,36,0,Tea Sampler Gift Box - With a Heart Shaped Tea Strainer,Tea Sampler Gift Box,36,5.23%,5.21%
#3060,58549214296,2020-07-14 19:16:05 +1000,7/14/2020,81,0,Beeswax Food Wraps Deluxe Kit,Beeswax Food Wraps Deluxe Kit,27,72.94%,32.00%
#3059,63167130250,2020-07-14 18:58:11 +1000,7/14/2020,41.5,,Australian Grown Loose Leaf Tea,Australian Grown Loose Leaf Tea,8,84.22%,58.39%
#3059,63167130250,2020-07-14 18:58:11 +1000,7/14/2020,,4.4,NEW - Golden Turmeric Chai - Unsweetened - 50g,NEW,8.5,90.48%,13.38%
#3058,446636288.6,2020-07-14 16:55:54 +1000,7/14/2020,39.6,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,9.33%,3.46%
#3058,446636288.6,2020-07-14 16:55:54 +1000,7/14/2020,,0,Sweet'n'Sticky Honey Chai Loose Leaf Tea,Sweet'n'Sticky Honey Chai Loose Leaf Tea,9.5,70.64%,15.94%
#3057,18587978999,2020-07-14 16:45:14 +1000,7/14/2020,80,0,Naked Beeswax Tea Light Candles - 48 Pack,Naked Beeswax Tea Light Candles,80,66.32%,21.01%
#3056,83214187535,2020-07-14 15:58:42 +1000,7/14/2020,18.5,0,Beeswax Wood Polish,Beeswax Wood Polish,18.5,11.83%,6.99%
#3055,82910927160,2020-07-14 12:59:33 +1000,7/14/2020,95,,Timber Tea Light Candle Holders - Add a Glass insert for your candle holder,Timber Tea Light Candle Holders,15,32.20%,28.96%
#3055,82910927160,2020-07-14 12:59:33 +1000,7/14/2020,,0,Naked Beeswax Tea Light Candles - 48 Pack,Naked Beeswax Tea Light Candles,80,45.00%,37.23%
#3054,66279297269,2020-07-14 12:51:13 +1000,7/14/2020,50,0,Naked Beeswax Tea Light Candles - 24 Pack,Naked Beeswax Tea Light Candles,50,40.03%,3.74%
#3053,22021814359,2020-07-14 06:39:59 +1000,7/14/2020,113.5,,NEW - Golden Turmeric Chai - Unsweetened - 50g,NEW,8.5,50.11%,26.77%
#3053,22021814359,2020-07-14 06:39:59 +1000,7/14/2020,,,Tea 6 Pack Variety Selection,Tea 6 Pack Variety Selection,45,28.48%,3.28%
#3053,22021814359,2020-07-14 06:39:59 +1000,7/14/2020,,0,Naked Beeswax Tea Light Candles - 12 Pack,Naked Beeswax Tea Light Candles,30,74.08%,41.36%
#3052,31376328088,2020-07-14 06:21:41 +1000,7/14/2020,58,,Australian Grown Loose Leaf Tea,Australian Grown Loose Leaf Tea,8,21.80%,20.69%
#3052,31376328088,2020-07-14 06:21:41 +1000,7/14/2020,,0,Naked Beeswax Tea Light Candles - 24 Pack,Naked Beeswax Tea Light Candles,50,70.83%,54.26%
#3051,28621010767,2020-07-13 20:28:40 +1000,7/13/2020,50,0,Naked Beeswax Tea Light Candles - 24 Pack,Naked Beeswax Tea Light Candles,50,68.47%,12.49%
#3050,4012167179,2020-07-13 20:21:41 +1000,7/13/2020,85,,Masala Chai,Masala Chai,8,37.94%,21.95%
#3050,4012167179,2020-07-13 20:21:41 +1000,7/13/2020,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,48.51%,3.28%
#3050,4012167179,2020-07-13 20:21:41 +1000,7/13/2020,,0,Naked Beeswax Tea Light Candles - 24 Pack,Naked Beeswax Tea Light Candles,50,48.54%,12.05%
#3049,43470461427,2020-07-13 20:17:19 +1000,7/13/2020,50,0,Naked Beeswax Tea Light Candles - 24 Pack,Naked Beeswax Tea Light Candles,50,66.34%,41.64%
#3048,9196258420,2020-07-13 19:32:57 +1000,7/13/2020,52,0,Honey and Chai Tea Gift Box with Honey Butter Balm & Goat's Milk Soap - Organic Rooibos Chai / Heart Shaped Tea Infuser,Honey and Chai Tea Gift Box with Honey Butter Balm & Goat's Milk Soap,52,15.73%,11.24%
#3047,61527114069,2020-07-13 19:30:56 +1000,7/13/2020,39,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,71.46%,44.50%
#3047,61527114069,2020-07-13 19:30:56 +1000,7/13/2020,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,7.31%,1.07%
#3047,61527114069,2020-07-13 19:30:56 +1000,7/13/2020,,,Honey Dippers,Honey Dippers,2.5,85.42%,43.44%
#3047,61527114069,2020-07-13 19:30:56 +1000,7/13/2020,,,Raw Australian Honey - 150g,Raw Australian Honey,8.5,85.85%,74.10%
#3047,61527114069,2020-07-13 19:30:56 +1000,7/13/2020,,0,Dark Chocolate Chai,Dark Chocolate Chai,8.5,68.97%,1.36%
#3046,95670298455,2020-07-13 15:39:49 +1000,7/13/2020,32,,Gift wrapping Service,Gift wrapping Service,5,50.31%,46.00%
